PropertyID,SquareFeet,Address,BHKNumber,Latitude,Longitude,PriceInLakhs,AgentID
P635,1200,"Misrod,Bhopal",2,23.16083,77.46833,21,Anonymous_agent
P636,2124.372345,"Thiyagaraya Nagar,Chennai",2,24.090195,87.990011,55,Anonymous_agent
P637,1510.45701,"Atladra,Vadodara",4,22.271018,73.154216,39,Anonymous_agent
P638,500,"Halalpura,Bhopal",2,24.23989,76.926836,16,Anonymous_agent
P639,1125.082727,"Mahadevpura,Bangalore",2,12.934997,77.615857,85,Anonymous_agent
P640,450.1385042,"Talpuri,Bhilai",1,21.17549,81.312773,6.5,Anonymous_agent
P641,1377.410468,"Lal Kuan,Ghaziabad",3,28.634537,77.471342,45,Anonymous_agent
P642,810.0147275,"Sainik Colony,Faridabad",2,28.255907,77.065858,33,Anonymous_agent
P643,1925.320887,"Sahastradhara,Dehradun",3,30.382066,78.123734,66,Anonymous_agent
P644,1050.295858,"Sector-44 Noida,Noida",2,28.552626,77.333948,35.5,Anonymous_agent
P645,674.9401263,"Thirupalya,Bangalore",1,12.822566,77.667346,31,Anonymous_agent
P646,820.1202843,"Rathtala,Kolkata",2,22.572598,88.412702,30,Anonymous_agent
P647,1150.012778,"Sector-3 Ulwe,Mumbai",2,19.000869,73.118903,90,Anonymous_agent
P648,3086.980207,"Lower Parel,Mumbai",3,18.996305,72.827789,850,Anonymous_agent
P649,1220.232238,"Dasarahalli,Bangalore",2,13.09873,77.83889,62,Anonymous_agent
P650,769.2307692,"Jogeshwari (West),Lalitpur",3,19.141644,72.842908,200,Anonymous_agent
P651,600,"Chowk Pandariba,Allahabad",1,25.43679,81.83409,30,Anonymous_agent
P652,697.0849176,"Neeladri Nagar,Bangalore",1,12.986987,77.736436,22,Anonymous_agent
P653,1000,"Manjri BK,Pune",2,18.490075,73.968862,70,Anonymous_agent
P654,650.0742942,"kewal colony,Amravati",1,20.93333,77.75,17.5,Anonymous_agent
P655,670.0167504,"Dhayari Phata,Pune",1,18.53,73.84,32,Anonymous_agent
P656,1131.901132,"St Tukaram Nagar,Pune",2,18.714661,73.678196,49,Anonymous_agent
P657,2000,"Gandhi Nagar,Secunderabad",3,17.416255,78.492489,80,Anonymous_agent
P658,2000,"Ram Nagar,Jaipur",3,26.82123,75.869526,150,Anonymous_agent
P659,1552.238806,"Parappana Agrahara,Bangalore",3,12.885657,77.661476,130,Anonymous_agent
P660,3500,"Dadar (East),Mumbai",4,19.01798,72.84476,1050,Anonymous_agent
P661,1160,"Ragavendra Nagar,Pondicherry",2,11.946984,79.482298,52.2,Anonymous_agent
P662,847.0225873,"Kalena Agrahara,Bangalore",2,12.865219,77.59036,33,Anonymous_agent
P663,1200.087279,"Khandari,Agra",2,27.204996,77.990474,55,Anonymous_agent
P664,505.0505051,"Niral,Raigad",1,19.0284965,73.3192845,12,Anonymous_agent
P665,830.1158301,"Kiwale,Pune",2,18.658033,73.720121,43,Anonymous_agent
P666,2399.232246,"Anakapalle,Visakhapatnam",2,17.68,83.02,25,Anonymous_agent
P667,1039.222259,"Marampally,Ernakulam",2,10.10833,76.41667,31,Anonymous_agent
P668,1190.06554,"Vaishali Nagar,Nagpur",2,21.167998,79.112474,69,Anonymous_agent
P669,388.0392604,"Lal Ganesh,Guwahati",1,26.141158,91.744893,17,Anonymous_agent
P670,825.0825083,"swastik nagar,Indore",2,17.32808,76.85901,25,Anonymous_agent
P671,1000,"Gannavaram,Vijayawada",2,16.753034,80.729469,27,Anonymous_agent
P672,1000,"Pallimukku,Kochi",2,9.9679,76.2843,45,Anonymous_agent
P673,1419.920651,"Ejipura,Bangalore",2,12.944691,77.627863,68,Anonymous_agent
P674,1035.083896,"Mukundapur,Kolkata",3,22.491565,88.402473,95,Anonymous_agent
P675,1102.414287,"G B Road,Lalitpur",2,24.104891,78.820348,100,Anonymous_agent
P676,1356.6987,"Perungudi,Chennai",3,12.961,80.2409,120,Anonymous_agent
P677,495.1261024,"Sector 4A Vasundhara,Ghaziabad",1,30.753067,76.800208,32,Anonymous_agent
P678,1025.056948,"Golmuri,Jamshedpur",2,22.795922,86.216157,54,Anonymous_agent
P679,1669.216859,"Ashwath Nagar,Bangalore",3,12.973681,77.562904,120,Anonymous_agent
P680,1365.187713,"Bommasandra,Bangalore",3,12.82,77.69,48,Anonymous_agent
P681,194.5945946,"Beldih charch school,Jamshedpur",4,22.923869,86.305133,180,Anonymous_agent
P682,1150.251618,"Sector-93 Noida,Noida",2,28.5216,77.3863,48,Anonymous_agent
P683,3850.641774,"Hebbal Kempapura,Bangalore",4,13.051,77.5962,330,Anonymous_agent
P684,1333.333333,"Nayabad,Kolkata",3,22.483471,88.417711,44,Anonymous_agent
P685,750,"Harni,Vadodara",3,22.337395,73.225215,24,Anonymous_agent
P686,1115.030151,"Sector 10 Kharghar,Mumbai",2,19.033956,73.075342,98,Anonymous_agent
P687,1255.119567,"Sohna,Gurgaon",2,28.25,77.07,95,Anonymous_agent
P688,1100,"Mahalakshmi Nagar,Indore",2,22.175748,75.582163,35.2,Anonymous_agent
P689,1508.523156,"Sector-69 Gurgaon,Gurgaon",3,28.392385,77.035763,100,Anonymous_agent
P690,1778.629087,"Mango Garden Layout,Bangalore",3,12.977042,77.595277,130,Anonymous_agent
P691,1100.052383,"Brookefield,Bangalore",2,12.9657,77.7188,63,Anonymous_agent
P692,950.0206526,"New Ashok Nagar,Eluru",2,16.719181,81.091941,23,Anonymous_agent
P693,1620.145631,"Gorantla,Guntur",3,16.338,80.439059,53.4,Anonymous_agent
P694,1139.240506,"Safedabad,Lucknow",3,26.905623,81.1231,18.9,Anonymous_agent
P695,1450,"Gunjur,Bangalore",3,12.923762,77.736688,58,Anonymous_agent
P696,652.6806527,"Bhadrakali,Kolkata",2,22.675548,88.352674,16.8,Anonymous_agent
P697,749.8986623,"Gandharv colony,Jalgaon",2,21.01667,75.56667,37,Anonymous_agent
P698,600.1091107,"Mukandpura,Jaipur",1,27.119087,75.605283,11,Anonymous_agent
P699,1050.030883,"Haltu,Kolkata",2,22.5041,88.3904,34,Anonymous_agent
P700,1865.030675,"Bhimrad,Surat",3,21.12359,72.804292,76,Anonymous_agent
P701,2800.466744,"Bhuwana,Udaipur",3,24.617977,73.708104,120,Anonymous_agent
P702,800,"Pratap Vihar,Ghaziabad",2,28.6496,77.402621,21,Anonymous_agent
P703,470.0162075,"Moshi,Pune",1,18.669919,73.853723,29,Anonymous_agent
P704,1464.002756,"Sangolda,Goa",2,15.550351,73.805282,85,Anonymous_agent
P705,616.089613,"Gurdaspur Improvement Trust Scheme No.7,Gurdaspur",2,32.029726,75.388008,12.1,Anonymous_agent
P706,1622.324465,"Sholinganallur,Chennai",3,12.90015,80.22791,81.1,Anonymous_agent
P707,630.0452845,"Narhe,Pune",1,18.442587,73.829832,32,Anonymous_agent
P708,1212.250106,"Sadaramangala,Bangalore",2,12.735182,77.091352,57,Anonymous_agent
P709,1110.574602,"Thara,Bhiwadi",2,28.162032,76.811066,23,Anonymous_agent
P710,1000,"Vinay Nagar,Gwalior",2,26.225345,78.156295,20.5,Anonymous_agent
P711,2242.794426,"Bandra (East),Mumbai",4,19.062792,72.85551,940,Anonymous_agent
P712,1100.187266,"Kakani Nagar,Visakhapatnam",2,17.737508,83.227514,47,Anonymous_agent
P713,482.2198276,"Karveer Nagar,Maharashtra",1,19.890762,74.473091,17.9,Anonymous_agent
P714,1343.265356,"Sector-108 Gurgaon,Gurgaon",2,28.514348,76.983292,110,Anonymous_agent
P715,1421.075645,"Sector-66 Gurgaon,Gurgaon",2,28.398408,77.056504,130,Anonymous_agent
P716,649.5160469,"Kalavad Road,Rajkot",2,22.290385,70.781479,25.5,Anonymous_agent
P717,1000,"Telco Colony,Jamshedpur",2,22.775,86.2528,38,Anonymous_agent
P718,700.152207,"Mahad,Raigad",1,18.083,73.417,23,Anonymous_agent
P719,1373.333333,"Bhikharipur,Varanasi",3,25.375506,82.602682,61.8,Anonymous_agent
P720,2345.251826,"Peer Muchalla,Panchkula",3,30.660437,76.861517,61,Anonymous_agent
P721,950.1187648,"P And T Nagar,Madurai",2,13.040035,80.241072,40,Anonymous_agent
P722,1275.148767,"Thiruporur,Chennai",3,12.7281,80.2014,45,Anonymous_agent
P723,1530.131827,"Hat Hill,Mangalore",3,12.887837,74.837732,65,Anonymous_agent
P724,2500,"Sarojini Nagar,Lucknow",3,26.748868,80.863332,100,Anonymous_agent
P725,590.9213,"Deshmukh Nagar,Aurangabad",1,21.236599,75.298425,22,Anonymous_agent
P726,1091.061687,"Bommanahalli,Bangalore",2,12.907374,77.625811,52,Anonymous_agent
P727,1000,"Sriperumbudur,Chennai",2,13.08389,80.27,26,Anonymous_agent
P728,606.0606061,"Perumalpattu,Chennai",1,13.118288,79.997696,25,Anonymous_agent
P729,920.6798867,"Chala,Vapi",2,20.386816,72.901148,26,Anonymous_agent
P730,1350.007105,"Nethaji Nagar,Kochi",3,9.940109,76.371995,95,Anonymous_agent
P731,1210.067764,"Sompura,Bangalore",2,12.874232,77.505488,50,Anonymous_agent
P732,1600,"Shivjyothinagara Adlimane Road,Hassan",3,13.06,76.1,90,Anonymous_agent
P733,711.1597374,"Arawali,Sindhudurg",1,15.782431,73.679975,26,Anonymous_agent
P734,1957.202505,"Maraimalai Nagar,Chennai",3,10.782597,79.842124,75,Anonymous_agent
P735,870.1472557,"Gajuwaka,Visakhapatnam",2,17.7,83.2167,26,Anonymous_agent
P736,800,"Yogiraj Nagar,Amravati",2,20.948599,77.797816,35,Anonymous_agent
P737,1475.461082,"Dhauli,Bhubaneswar",3,20.18646,85.846045,47.2,Anonymous_agent
P738,1300.052002,"Jalahalli,Bangalore",3,13.0519,77.5416,100,Anonymous_agent
P739,1459.427904,"Gokulam,Mysore",3,12.3346,76.6276,100,Anonymous_agent
P740,535.0772889,"Paithan Road,Aurangabad",1,19.48,75.38,18,Anonymous_agent
P741,1560.107198,"Sector-77 Noida,Noida",3,28.568096,77.390253,81.5,Anonymous_agent
P742,450.0703235,"Bedla,Udaipur",1,24.6345,73.695,16,Anonymous_agent
P743,1375.404531,"Atala,Bhubaneswar",3,19.998771,85.459795,42.5,Anonymous_agent
P744,1050.105011,"Manish Nagar,Nagpur",2,21.094632,79.074805,35,Anonymous_agent
P745,1500.288517,"Dhakoli,Mohali",3,30.657375,76.853855,52,Anonymous_agent
P746,950.1965924,"Chakan,Pune",2,18.744775,73.823649,29,Anonymous_agent
P747,1098.885597,"Maji Sainik Nagar,Pune",2,18.52783,73.875757,77.9,Anonymous_agent
P748,1063.122924,"Japanese Zone,Neemrana",2,27.98889,76.38833,32,Anonymous_agent
P749,1554.11449,"Sector-168 Noida,Noida",3,28.494868,77.410298,69.5,Anonymous_agent
P750,650,"Balagere,Bangalore",1,12.93687,77.720248,52,Anonymous_agent
P751,1475.237092,"HSR Layout,Bangalore",3,12.91,77.64,70,Anonymous_agent
P752,789.0287432,"Dhayari,Pune",2,18.430375,73.815337,42,Anonymous_agent
P753,1100.110011,"Ambika Nagar, Manewada,Nagpur",2,21.107412,79.109725,40,Anonymous_agent
P754,1550.387597,"Taj Nagari,Agra",3,27.18,78.02,48,Anonymous_agent
P755,871.875,"Champasari,Siliguri",2,26.747109,88.417335,27.9,Anonymous_agent
P756,1259.090909,"Nagarbhavi,Bangalore",3,12.957468,77.516563,55.4,Anonymous_agent
P757,1000,"Kovur,Chennai",2,13.011583,80.123114,41,Anonymous_agent
P758,11932.51954,"Sector-50 Gurgaon,Gurgaon",5,28.423082,77.056406,870,Anonymous_agent
P759,1700.352903,"Ag Colony,Patna",3,23.355282,85.31486,53,Anonymous_agent
P760,1627.441162,"Amblipura,Bangalore",3,12.915026,77.668562,130,Anonymous_agent
P761,1799.485861,"Peer Gate Area,Bhopal",2,23.261127,77.4034,35,Anonymous_agent
P762,67574.38225,"Thoraipakkam,Chennai",2,12.946431,80.239383,6700,Anonymous_agent
P763,859.8993289,"Merces,Panaji",2,15.479294,73.89546,41,Anonymous_agent
P764,811.4285714,"Teghoria,Kolkata",2,22.620289,88.43493,28.4,Anonymous_agent
P765,800,"Santacruz (East),Lalitpur",3,19.0916,72.8581,200,Anonymous_agent
P766,1081.481481,"Zero Mile,Patna",2,25.254685,87.023352,29.2,Anonymous_agent
P767,1500.068185,"EPIP Zone,Bangalore",3,12.880475,75.022346,110,Anonymous_agent
P768,1147.272727,"Patia,Bhubaneswar",2,20.353795,85.82102,63.1,Anonymous_agent
P769,669.9846861,"Ayodhya Nagar,Nagpur",2,21.114588,79.11068,35,Anonymous_agent
P770,1100.352113,"Ranjit Nagar,Mohali",2,30.363543,76.149378,25,Anonymous_agent
P771,1400,"Kokar,Ranchi",3,23.531948,84.898217,56,Anonymous_agent
P772,645.5166336,"Sector 85 Faridabad,Faridabad",3,28.406152,77.355951,29.3,Anonymous_agent
P773,1851.351351,"Althan,Surat",3,21.151992,72.81002,68.5,Anonymous_agent
P774,1000,"Medahalli,Bangalore",2,13.031754,77.721706,59.9,Anonymous_agent
P775,1230.982019,"Sector-28 Karnal,Karnal",3,29.69,76.98833,26.7,Anonymous_agent
P776,1248.597082,"Arpora,Goa",2,15.535439,73.764454,89,Anonymous_agent
P777,600,"Shalimar garden,Ghaziabad",1,28.686091,77.334644,19.5,Anonymous_agent
P778,994.585352,"Tilhari,Jabalpur",3,23.059889,80.151852,34.9,Anonymous_agent
P779,1099.958752,"Sakinaka,Lalitpur",2,19.09188,72.889342,160,Anonymous_agent
P780,1608.884074,"Nagawara Junction,Bangalore",3,13.036,77.6226,89.1,Anonymous_agent
P781,738.467219,"Vile Parle (West),Lalitpur",2,19.103831,72.837361,320,Anonymous_agent
P782,951.0869565,"Manavta Nagar,Indore",2,31.527088,75.907993,28,Anonymous_agent
P783,1260.005929,"Sector-44A Seawoods,Maharashtra",2,30.715967,76.755347,170,Anonymous_agent
P784,1046.666667,"Ambattur,Chennai",2,13.0983,80.1622,47.1,Anonymous_agent
P785,1000,"Harda Bypass Road Near Apna Narmada Hospital,Hoshangabad",2,22.33,77.1,22,Anonymous_agent
P786,1014.925373,"Thakurpukur,Kolkata",2,22.461348,88.318428,34,Anonymous_agent
P787,1266.163793,"Udvada,Valsad",2,20.486196,72.87591,23.5,Anonymous_agent
P788,1399.956924,"Jodhpur Park,Kolkata",3,22.506447,88.363636,130,Anonymous_agent
P789,2777.006387,"Annapurna Main Road,Indore",4,26.90595,83.977219,100,Anonymous_agent
P790,1002.903141,"Vengaivasal,Chennai",2,12.89911,80.169,38,Anonymous_agent
P791,890.0876601,"Vinay Nagar,Lalitpur",2,22.692567,75.84169,66,Anonymous_agent
P792,1744.732251,"Sector-67A Gurgaon,Gurgaon",3,28.480312,77.107771,130,Anonymous_agent
P793,1216.666667,"Ranidanga,Siliguri",3,26.675324,88.36301,29.2,Anonymous_agent
P794,1300.142248,"Chhalera,Noida",3,28.57,77.32,45.7,Anonymous_agent
P795,980.0718719,"Ultadanga,Kolkata",2,22.594985,88.38598,60,Anonymous_agent
P796,750.0750075,"Morar,Gwalior",2,26.222194,78.225455,25,Anonymous_agent
P797,616.0616062,"Kelambakkam,Chennai",2,12.78627,80.22042,28,Anonymous_agent
P798,1285.152706,"Bistupur,Jamshedpur",3,22.788421,86.180615,85,Anonymous_agent
P799,786.7647059,"Sector 70 Faridabad,Faridabad",2,28.340575,77.348933,21.4,Anonymous_agent
P800,866.6666667,"Burnpur,Asansol",2,23.6667,86.9333,16.9,Anonymous_agent
P801,1345.191773,"2nd Phase Judicial Layout,Bangalore",3,13.022383,76.133097,48.4,Anonymous_agent
P802,1607.205934,"Arehalli,Bangalore",3,12.762714,77.766821,91,Anonymous_agent
P803,1150.306748,"Sector-117 Mohali,Mohali",2,30.723932,76.674473,30,Anonymous_agent
P804,1020.061204,"Bheemunipatnam Mandal,Visakhapatnam",2,17.88639,83.44711,30,Anonymous_agent
P805,1389.908738,"Parel,Lalitpur",3,18.996549,72.842967,530,Anonymous_agent
P806,2200.055417,"Sector 8 Sonipat,Sonipat",4,28.995663,77.077794,79.4,Anonymous_agent
P807,635.5263158,"Bagalur,Bangalore",1,13.143933,77.667304,48.3,Anonymous_agent
P808,1100.21526,"Billekahalli,Bangalore",2,12.90025,77.60103,46,Anonymous_agent
P809,2400,"Nehru Nagar,Bhilai",3,21.208232,81.324676,45,Anonymous_agent
P810,1200,"Amruthahalli,Bangalore",2,13.063752,77.605027,75,Anonymous_agent
P811,1250,"Panathur,Bangalore",2,12.9381,77.7042,87,Anonymous_agent
P812,6363.636364,"Savarkar Nagar,Maharashtra",4,20.013202,73.753094,350,Anonymous_agent
P813,1078.079059,"Karpe Nagar,Pune",2,18.490507,73.818086,66,Anonymous_agent
P814,1064.584812,"Sector 12 Kharghar,Lalitpur",2,19.042483,73.066371,120,Anonymous_agent
P815,1609.0693,"Kasavanhalli,Bangalore",3,12.9077,77.6755,88,Anonymous_agent
P816,861.0086101,"Borda,Margao",2,15.28669,73.96978,28,Anonymous_agent
P817,640,"Alibaug,Raigad",1,18.65367,72.883056,20,Anonymous_agent
P818,1509.718499,"Rachenahalli,Bangalore",3,13.219742,76.698537,90.1,Anonymous_agent
P819,1800.055386,"Sector 2 Faridabad,Faridabad",3,28.153836,77.316984,65,Anonymous_agent
P820,452.173913,"Kadodara,Surat",2,21.168661,72.969258,10.4,Anonymous_agent
P821,312.2020972,"Sector 75 Faridabad,Faridabad",1,28.365512,77.346306,13.1,Anonymous_agent
P822,1100.352113,"Tilak Nagar,Mumbai",2,19.068492,72.898896,150,Anonymous_agent
P823,1896.551724,"Kodimatha,Kottayam",3,9.576452,76.51861,110,Anonymous_agent
P824,1666.203832,"New Alkapuri,Vadodara",3,22.31055,73.1695,60,Anonymous_agent
P825,1400.098831,"Wazirganj,Lucknow",3,26.854743,80.920018,85,Anonymous_agent
P826,830.6294614,"Bandra Kurla Complex,Lalitpur",2,24.0447,78.9592,320,Anonymous_agent
P827,1225.490196,"Hoodi,Bangalore",2,12.989437,77.717806,100,Anonymous_agent
P828,1880.267992,"Subhanpura,Vadodara",3,22.318485,73.162544,87,Anonymous_agent
P829,2979.392535,"Vile Parle (East),Maharashtra",4,19.097244,72.846785,720,Anonymous_agent
P830,2249.028828,"Wanwadi,Pune",4,18.496129,73.892902,220,Anonymous_agent
P831,1105.827712,"Mindspace,Mumbai",2,19.162174,73.000997,200,Anonymous_agent
P832,1014.292301,"Gopalpur,Asansol",2,23.698756,86.93168,22,Anonymous_agent
P833,772.68431,"Shibrampur,Kolkata",2,22.483287,88.263398,32.7,Anonymous_agent
P834,680.2721088,"Betegaon,Palghar",1,19.7833,72.7833,14,Anonymous_agent
P835,1760,"9th Phase JP Nagar,Bangalore",3,35.37387,132.764401,110,Anonymous_agent
P836,1825.293351,"buti more,ranchi,Ranchi",4,23.414141,85.406932,70,Anonymous_agent
P837,1170.117012,"Thubarahalli,Bangalore",2,12.952357,77.722506,65,Anonymous_agent
P838,1256.190905,"Vavol,Gandhinagar",2,23.22533,72.619511,27.9,Anonymous_agent
P839,1478.852411,"Waghodia Road,Vadodara",3,22.294094,73.233686,50,Anonymous_agent
P840,938.4057971,"Hirapur,Dhanbad",2,23.928951,86.523706,25.9,Anonymous_agent
P841,550.0261917,"Jainpur,Meerut",1,28.939024,77.689176,10.5,Anonymous_agent
P842,1050.06105,"Kadarpur,Gurgaon",3,28.381346,77.10434,43,Anonymous_agent
P843,900.1895136,"Shastri Nagar,Jaipur",2,26.946108,75.802454,28.5,Anonymous_agent
P844,1765.225066,"Pakhowal Road,Ludhiana",3,30.706256,75.700134,100,Anonymous_agent
P845,2550.369804,"Pandra,Ranchi",3,23.403785,85.304158,100,Anonymous_agent
P846,450.0211775,"Vikhroli (East),Lalitpur",1,19.089471,72.937616,85,Anonymous_agent
P847,801.1049724,"Chhiri,Vapi",2,20.379733,72.940881,14.5,Anonymous_agent
P848,1048.218029,"Garkheda,Aurangabad",2,19.861162,75.353252,50,Anonymous_agent
P849,1220.037319,"Anand Nagar,Mumbai",2,18.651819,72.875701,170,Anonymous_agent
P850,3632.589517,"Kanaka Nagar,Bangalore",4,13.036179,77.679598,280,Anonymous_agent
P851,680.0664954,"Sector-18 Ulwe,Lalitpur",1,28.5706,77.3239,45,Anonymous_agent
P852,553.0073843,"Jawahar Nagar,Maharashtra",2,16.701663,74.451048,170,Anonymous_agent
P853,1567.268828,"4th Block Jayanagar,Bangalore",3,12.926251,77.585966,190,Anonymous_agent
P854,1183.19858,"Yelahanka New Town,Bangalore",2,13.101004,77.57871,60,Anonymous_agent
P855,1308.818947,"Tithal,Valsad",2,20.5967,72.8987,42,Anonymous_agent
P856,1184.099239,"Orgao, Marcela,Goa",2,15.7096,73.7497,42,Anonymous_agent
P857,1000,"Choodasandra,Bangalore",2,12.883959,77.683376,53,Anonymous_agent
P858,575.0273823,"Hingna,Nagpur",2,21.106063,79.006441,21,Anonymous_agent
P859,1815.248084,"Kundalahalli,Bangalore",3,12.97045,77.712284,90,Anonymous_agent
P860,1665.089877,"Sector-106 Gurgaon,Gurgaon",3,28.50437,76.996356,88,Anonymous_agent
P861,1250,"Anantapur,Ranchi",3,23.574468,86.487585,50,Anonymous_agent
P862,1200.446678,"Kabilpore,Navsari",2,20.954757,72.905932,21.5,Anonymous_agent
P863,2427.184466,"sector-58 Gurgaon,Gurgaon",3,28.415573,77.111387,250,Anonymous_agent
P864,1450.116009,"Konchady,Mangalore",3,12.90514,74.854967,37.5,Anonymous_agent
P865,713.3333333,"Chandannagar,Kolkata",2,22.85625,88.21678,21.4,Anonymous_agent
P866,822.0786847,"Gokul Nagar,Pune",2,19.891606,74.473267,42,Anonymous_agent
P867,688,"Kolapakkam,Chennai",2,13.007082,80.151497,34.4,Anonymous_agent
P868,839.7932817,"Wave City,Ghaziabad",2,28.656129,77.497742,26,Anonymous_agent
P869,1569.037657,"Hegde Nagar,Bangalore",3,13.070052,77.62715,120,Anonymous_agent
P870,1150.049358,"Napier Town,Jabalpur",3,23.16164,79.929205,69.9,Anonymous_agent
P871,1500,"Sector-15 Bahadurgarh,Bahadurgarh",3,30.752321,76.772816,51,Anonymous_agent
P872,963.3911368,"Sector-51 Chandigarh,Chandigarh",2,30.708083,76.743439,100,Anonymous_agent
P873,1100.110011,"1st Stage Radha Krishna Layout,Bangalore",2,11.112332,76.964453,50,Anonymous_agent
P874,1016.463851,"Smriti Nagar,Bhilai",2,21.215393,81.318232,14.2,Anonymous_agent
P875,1351.019406,"J.P Nagar,Mysore",3,12.261327,76.644706,55,Anonymous_agent
P876,550.1076298,"Pallavaram Kalathumedu,Chennai",1,12.968,80.1502,23,Anonymous_agent
P877,1219.803875,"Bidhannagar,Durgapur",3,22.58,88.42,51,Anonymous_agent
P878,1580.49221,"Wadala,Maharashtra",3,19.015576,72.851441,280,Anonymous_agent
P879,657.9909343,"Nigdi,Pune",1,18.649985,73.76243,45,Anonymous_agent
P880,1035.24772,"Salvi Stop Nachane link Road,Ratnagiri",3,16.990249,73.302037,42,Anonymous_agent
P881,1250,"Cuffe Parade,Mumbai",3,18.9147285,72.8202265,550,Anonymous_agent
P882,1800,"Sector-125 Mohali,Mohali",3,30.751176,76.668359,45,Anonymous_agent
P883,1760.057471,"5th Block Hbr Layout,Bangalore",3,13.037343,77.628291,98,Anonymous_agent
P884,1230.116649,"Raghuvanahalli,Bangalore",2,12.881909,77.545033,58,Anonymous_agent
P885,762.1339751,"Navalur,Chennai",2,12.845659,80.231049,38,Anonymous_agent
P886,970.2850212,"Madhyamgram,Kolkata",2,22.7,88.45,32,Anonymous_agent
P887,600,"Boisar east,Palghar",1,19.811319,72.76894,18,Anonymous_agent
P888,1200.129744,"Kolar Road,Bhopal",2,23.163669,77.422617,37,Anonymous_agent
P889,1600,"Tal Mangaon,Raigad",5,18.23333,73.28333,60,Anonymous_agent
P890,1200,"Chinar Park,Kolkata",3,22.623598,88.441186,36,Anonymous_agent
P891,1007.583391,"Swastik Park,Lalitpur",2,19.054325,72.884804,190,Anonymous_agent
P892,770.156438,"Kesnand,Pune",2,18.570308,74.022479,32,Anonymous_agent
P893,1100.196464,"Scheme No. 114 Indore,Indore",2,22.76432,75.903019,28,Anonymous_agent
P894,888.133031,"Kolathur,Chennai",2,13.129471,80.208888,47,Anonymous_agent
P895,1300,"Dum Dum Park,Kolkata",3,22.630965,88.378465,65,Anonymous_agent
P896,2880.460874,"Hasmatpet,Secunderabad",3,17.485275,78.491862,120,Anonymous_agent
P897,1500.044119,"Sector-8 Kharghar,Lalitpur",3,19.030318,73.070892,170,Anonymous_agent
P898,1200.056473,"Vaishali Extension,Ghaziabad",2,28.651287,77.347732,85,Anonymous_agent
P899,2056.484782,"Sector-11 Mvp Colony,Visakhapatnam",3,17.742488,83.336016,150,Anonymous_agent
P900,1579.778831,"Thirumenahalli,Bangalore",3,13.112151,77.761197,70,Anonymous_agent
P901,1650.165017,"Sainikpuri,Secunderabad",3,17.49382,78.543055,70,Anonymous_agent
P902,613.9489194,"Thaiyur,Chennai",2,12.78333,80.18333,25,Anonymous_agent
P903,1350.074254,"Sector-48 Chandigarh,Chandigarh",3,30.690115,76.759652,100,Anonymous_agent
P904,527.4261603,"Loni,Ghaziabad",1,28.75,77.28,20,Anonymous_agent
P905,550.1222494,"Noor Nagar,Meerut",1,28.943344,77.698383,13.5,Anonymous_agent
P906,899.9653859,"Bevarly Park,Mumbai",2,19.097621,73.000882,78,Anonymous_agent
P907,1590.224305,"Sector-35 Noida,Noida",3,28.580134,77.356747,95,Anonymous_agent
P908,1166.180758,"Cholanayakanahalli,Bangalore",2,13.035865,77.598244,68,Anonymous_agent
P909,419.9328108,"Tada,Nellore",1,14.43333,79.96667,15,Anonymous_agent
P910,745.1991975,"Thudiyalur Road,Coimbatore",2,11.081061,76.94433,26,Anonymous_agent
P911,1050.213325,"Dammaiguda,Secunderabad",2,17.45,78.5,32,Anonymous_agent
P912,1933.356079,"Ramprastha Greens,Ghaziabad",3,28.651918,77.348794,170,Anonymous_agent
P913,1100.110011,"Sector 5 Ulwe,Lalitpur",2,22.575343,88.433715,90,Anonymous_agent
P914,857.1918395,"Sector-15 Ghansoli,Lalitpur",2,28.3967,77.32331,100,Anonymous_agent
P915,512.0327701,"Loni Kalbhor,Pune",1,18.4837,74.0265,20,Anonymous_agent
P916,1021.624383,"Mahakali Caves,Lalitpur",2,19.137384,72.870319,180,Anonymous_agent
P917,1310.211946,"Vytilla,Kochi",3,9.966018,76.318152,68,Anonymous_agent
P918,1927.457508,"Kodailbail,Mangalore",3,12.87028,74.88056,110,Anonymous_agent
P919,690.0978976,"Guruvar Peth,Pune",1,18.50659,73.86068,43,Anonymous_agent
P920,747.6190476,"Professor Colony,Dhule",1,20.913551,74.772257,15.7,Anonymous_agent
P921,2199.792961,"Thachanallur,Tirunelveli",4,8.748085,77.705392,85,Anonymous_agent
P922,1489.772289,"Ramamurthy Nagar,Bangalore",3,13.013312,77.662077,77.2,Anonymous_agent
P923,1110.185956,"Kunhari,Kota",2,25.025959,75.873414,40,Anonymous_agent
P924,1152.073733,"Silver Springs Layout,Bangalore",2,12.857176,77.592324,70,Anonymous_agent
P925,724.2063492,"Shantinagar,Kolkata",2,22.671096,88.347176,21.9,Anonymous_agent
P926,908.0226472,"Bhadra Nagar,Lalitpur",3,24.862517,78.282467,85,Anonymous_agent
P927,907.0294785,"Nemilichery,Chennai",2,13.126288,80.061452,40,Anonymous_agent
P928,1249.902351,"Koperkhairane,Mumbai",2,19.100081,73.004757,160,Anonymous_agent
P929,850.2024291,"Kareli Bagh,Vadodara",2,22.316415,73.202906,21,Anonymous_agent
P930,1500,"Green Glen Layout,Bangalore",3,52.556894,-8.369953,90,Anonymous_agent
